Loma Bonita,Fedex,Puebla No.47,Guerrero y Morelos,Centro,Loma Bonita,Oaxaca,68400,09:00,19:00,,,09:00,14:00,,,,2818723693,,,,18.1086695,-95.8782141,Fedex,MTTCL
Huajuapan de León,Fedex,Nuyoo #57-B,Venustiano Carranza y Campillo,Calvario,Huajuapan De León,Oaxaca,69005,09:00,20:00,,,09:00,14:00,,,,9535320063,,,,17.8114172,-97.7751896,Fedex,OAXJ
Juchitan,Fedex,Prolon. 16 De Septiembre S/N,Frente Gasolinera,Primera Seccion,Juchitan (Juchitan De Zaragoza),Oaxaca,70000,09:00,19:00,,,09:00,14:00,,,,9717114141,,,,16.445342,-95.025254,Fedex,SCXJ
Ixtepec,Fedex,José Murat  #S/N Esq. Libertad,Frente a la terminal de trenes,Moderna,Ciudad Ixtepec,Oaxaca,70110,09:00,14:00,,,09:00,15:00,,,,9717130206,,,,16.5544327,-95.0940317,Fedex,OAXCI
Matías Romero,Fedex,Reforma Norte #208-A,Reforma y Porfirio Diaz,Centro,Matias Romero,Oaxaca,70300,09:00,14:00,,,09:00,14:00,,,,9725551297,,,,16.8800505,-95.0392911,Fedex,SCXM
Salina Cruz Terminal,Fedex,Constancia S/N,Av del Trabajo y Ferrocarril,Barrio Espinal,Salina Cruz,Oaxaca,70650,09:00,19:00,,,09:00,14:00,,,,9715551295,,,,16.1851773,-95.2006152,Fedex,SCXC
Salina Cruz Centro,Fedex,Av. 5 De Mayo #412,Entre Acapulco y Coatzacoalcos,Centro,Salina Cruz,Oaxaca,70670,09:00,14:00,,,08:00,14:00,,,,9715551293,,,,16.1754959,-95.1916076,Fedex,SCXB
Huatulco,Fedex,Boulevard Chahue  S/N,Blvd Chahue y Riscal,La crucesita,Bahias De Huatulco,Oaxaca,70989,09:00,15:00,,,09:00,14:00,,,,9585834300,,,,15.8308582,-96.3198966,Fedex,HUXB
Puerto Escondido,Fedex,Jose Murat S/N,Jose Murat y Av Oaxaca,Centro,Puerto Escondido,Oaxaca,71980,09:00,14:30,,,09:00,14:00,,,,9545820513,,,,15.8619535,-97.0680901,Fedex,PXMB
Maximino,Fedex,Don Juan Palafox Y Mendoza #604,Blvd. 5 de Mayo y 6 Norte,Centro,Puebla,Puebla,72000,08:00,20:00,,,08:00,14:00,,,,2222421788,,,,19.0420778,-98.1937385,Fedex,PBCG
Carmen Serdan,Fedex,Eufemio Zapata 1; Local 17 y 18,Dentro de la Plaza Dorada CAPU,Sta. María la Rivera,Puebla,Puebla,72050,08:00,20:00,,,08:00,14:00,,,,2222100326,,,,19.074458,-98.2010909,Fedex,PBCE
Niño Poblano,Fedex,Boulevard Niño Poblano #1033,De la Niñez y Retorno de Niños Her,Sta. Cruz Buenavista,Puebla,Puebla,72154,09:30,19:00,,,09:00,14:00,,,,2222318261,,,,19.029774,-98.2347584,Fedex,PCVCN
La Paz (Puebla),Fedex,Blvd.Aron Medino Fernandez #9,Reforma Sur y 3 Poniente,La Paz,Puebla,Puebla,72160,09:00,19:00,,,09:00,14:00,,,,2222318451,,,,19.0558444,-98.2215031,Fedex,PBCJ
Aaron Merino,Fedex,Aaron Merino Fernández No. 126,3 Poniente y Reforma Sur,La Paz,Puebla,Puebla,72160,09:00,18:00,,,09:00,14:00,,,,2222318451,,,,19.0550919,-98.2212697,Fedex,PBCC
Mazarik,Fedex,Vía Atlixcayotl #1501 Loc. 12,Circuito Mazarik y Av del Sol,Plaza Mazarik,Puebla,Puebla,72170,09:00,18:00,,,,,,,,2222257128,,,,19.0270203,-98.2364751,Fedex,PBCB
Autopista,Fedex,Camino Zona Industrial #4-D,Mex-Puebla y Calz Alfredo Toxqui,Ind. Resurrección,Puebla,Puebla,72228,09:00,19:00,,,09:00,14:00,,,,2221953515,,,,19.0823761,-98.1642406,Fedex,PCVCS
Plaza Loreto,Fedex,Calzada  Ignacio Zargoza #266,Calz. I. Zaragoza y la Diagonal,Los Pinos,Puebla,Puebla,72240,09:00,14:30,,,09:00,14:00,,,,2222355122,,,,19.0655314,-98.1768232,Fedex,PBCK
Amalucan,Fedex,Av.  Independencia #163,Av Independencia y Carril Alamos,Chapultepec,Puebla,Puebla,72320,09:00,19:00,,,09:00,14:00,,,,2221445241,,,,19.0416037,-98.1475139,Fedex,PCVCM
Animas,Fedex,Av. 31 Poniente #2326,23 Sur y 25 Sur,Benito Juarez,Puebla,Puebla,72410,09:00,14:00,,,09:00,14:00,,,,2222374200,,,,19.0418832,-98.2230281,Fedex,PBCD
Agua Azul,Fedex,Prol. De La 11 Sur #4909 Local A,49 Pte y Circuito Juan Pablo II,Prados Agua Azul,Puebla,Puebla,72430,09:00,19:00,,,09:00,14:00,,,,2222110157,,,,19.0255094,-98.2220089,Fedex,PCVCG
San Manuel,Fedex,Diagonal Zaragoza #5101,Calle Rio Nazas y Rio Panuco,San Manuel,Puebla,Puebla,72570,09:00,19:00,,,09:00,14:00,,,,2222442039,,,,19.0186221,-98.1993525,Fedex,PBCL
C.U.,Fedex,Blvrd Valsequillo #6335 Local A,Priv 63D Ote y 63B Ote,Villa Universitaria,Puebla,Puebla,72589,09:00,19:00,,,09:00,14:00,,,,2222334640,,,,19.0024847,-98.2055747,Fedex,PCVCU
Cholula,Fedex,Av. 12 Oriente 306-A,FedEx World Service Center,San Andrés Cholula,San Andrés Cholula,Puebla,72750,09:00,19:00,,,09:00,14:00,,,,2222616866,,,,19.0620474,-98.2963129,Fedex,PCVCL
Cholula Centro,Fedex,4 Poniente #310,3 Norte y 5 Norte,Centro,Cholula,Puebla,72760,09:00,19:00,,,09:00,14:00,,,,2221780079,,,,19.0646505,-98.3084039,Fedex,PCVCO
Tlaxcalancingo,Fedex,Carr.Federal Atlixco #8061,Carretera Federal Puebla- Atlixco,Barrio Cuayantla,Cholula,Puebla,72821,09:30,19:00,,,09:30,14:00,,,,2222859844,,,,19.0247154,-98.2919778,Fedex,PCVCX
Teziutlan Centro,Fedex,Allende #S/N,Calle Zaragoza y Xicotencatl,Centro,Teziutlan,Puebla,73800,09:00,20:00,,,09:00,14:00,,,,2313121653,,,,19.8179081,-97.3583065,Fedex,IZTB
San Martin Texmelucan,Fedex,Av. Libertad Sur #410,Calle  5 de Mayo e Indpendencia,Centro,San Martin Texmelucan De Labastida,Puebla,74000,09:00,14:30,,,09:00,14:00,,,,2484840752,,,,19.2810095,-98.4362524,Fedex,PBCM
Huejotzingo,Fedex,Carlos B.Zetina #407,Camelia y Carlos I. Betancurt,Centro,Puebla,Puebla,74160,09:00,18:00,,,09:00,14:00,,,,2222859844,,,,19.1564327,-98.4065043,Fedex,PCVCI
Nueva Atlixco,Fedex,Miguel Negrete #1906,Entre 19 Oriente y 21 Oriente,Francisco I Madero,Atlixco,Puebla,74210,09:30,19:00,,,09:00,14:00,,,,2444455779,,,,18.9211668,-98.4190555,Fedex,PCVCE
Tecamachalco,Fedex,9 Oriente #1602,Calle  16 y  18 Sur,La Villa,Tecamachalco,Puebla,75480,10:00,14:00,,,10:00,15:00,,,,2494224750,,,,18.8781114,-97.724193,Fedex,PBCN
Tehuacan Terminal,Fedex,1 Poniente #136,Reforma Norte T 2 Sur,Centro,Tehuacán,Puebla,75700,09:00,20:00,,,09:00,14:00,,,,2383821830,,,,18.462231,-97.3959439,Fedex,PBCP
Tehuacan Oriente,Fedex,5 Oriente #513,7 Sur y 5 Sur,Centro,Tehuacán,Puebla,75700,09:00,19:00,,,09:00,14:00,,,,2383801342,,,,18.4587155,-97.3883511,Fedex,PBCO
Querétaro Constituyentes,Fedex,Av. Constituyentes #1200,Nevado de Colima,Palmas,Querétaro,Queretaro,76040,09:00,19:00,,,10:00,13:00,,,,4422138793,,,,20.5865953,-100.3763598,Fedex,QROD
Querétaro,Fedex,Blvd. Ing. Bernardo Quintana #133,Entre Constituyentes y los Arcos,Fracc. Loma Dorada,Querétaro,Queretaro,76060,09:00,20:00,,,09:00,13:00,,,,4422237560,,,,20.594433,-100.3693168,Fedex,QROB
Queretaro Industrial,Fedex,Bernardo Quintana #4030,Plaza el Punto,Balcón Campestre,Querétaro,Queretaro,76140,09:00,19:00,,,09:00,13:00,,,,4422102335,,,,20.618211,-100.4098836,Fedex,QROCB
Obrera,Fedex,Av. 5 De Frebrero #1316,Esq. Epigmenio Gonzalez,Zona Ind. La Montaña,Querétaro,Queretaro,76150,09:00,19:00,,,10:00,13:00,,,,4422100539,,,,20.6036501,-100.4171702,Fedex,QROC
Querétaro Corregidora,Fedex,Av. Corregidora Norte #68-D,Entre Primavera y Universidad,El Cerrito,Querétaro,Queretaro,76160,09:00,19:00,,,10:00,13:00,,,,4422125122,,,,20.5999477,-100.3936793,Fedex,QROE
Millstone,Fedex,Av. Paseo Constituyentes 809 Loc 1,Local 1; plaza Milestone,Del Valle,Querétaro,Queretaro,76190,09:00,19:30,,,09:00,13:00,,,,4421966865,,,,20.5659941,-100.4108306,Fedex,QROCF
Parque Industrial,Fedex,Av. Del Marques 3Ra Etapa #70,Av. De las Misiones,Industrial Quintana,El Marques,Queretaro,76246,09:00,20:00,,,10:00,13:00,,,,4422481080,,,,20.5624432,-100.2822751,Fedex,QROM
Tequisquiapan,Fedex,Carr. San Juan del Rio Xilitla #42,Con Calle Heroico Colegio Militar,Centro Tequisquiapan,Tequisquiapan,Queretaro,76750,10:00,19:00,,,09:00,13:00,,,,4142735085,,,,20.5168454,-99.9003671,Fedex,QROCG
San Juan del Río,Fedex,Av. Constituyentes 50 - L2,FedEx World Service Center,Ind. Valle de Oro,San Juan del Río,Queretaro,76803,09:00,19:00,,,09:00,14:00,,,,4272728170,,,,20.4033077,-99.9864408,Fedex,QROCM
Chetumal Terminal,Fedex,Av. Palermo #486,Insurgentes y Juan J. Siordia,20 de Noviembre,Chetumal,Quintana Roo,77038,09:00,19:00,,,,,,,,9838375773,,,,18.5182604,-88.3138683,Fedex,CTMC
Chetumal Centro,Fedex,Av .5 de mayo  #46 A,Alvaro Obregon y Othon Blanco,Plutarco Elias Calle,Chetumal,Quintana Roo,77090,09:00,19:00,,,09:00,14:00,,,,9838329745,,,,18.4960919,-88.2957977,Fedex,CTMB
Cancun Uxmal,Fedex,Av Uxmal 29 L-10 Manzana 5,Esq.Tulum,Super Manzana 5,Cancún,Quintana Roo,77500,09:00,19:00,,,09:00,14:00,,,,9988921363,,,,21.1649763,-86.8285005,Fedex,CUNE
Cancún Tulum,Fedex,Av Tulum #31 23 Mz 39 Lote9 L-2y3,Entre Framboyan,Cancún,Cancún,Quintana Roo,77500,09:00,19:00,,,09:00,14:00,,,,9988874003,,,,21.1669436,-86.8264528,Fedex,CUNB
Cancún Kabah,Fedex,Av. Kabah; Mza 09 LOTE 1 AL 15,Entre Andres Q.Roo Y Chichenitza,SMZ 38,Cancún,Quintana Roo,77507,09:00,19:00,,,09:00,14:00,,,,9982062227,,,,21.1569496,-86.8476619,Fedex,CUNC
Cozumel,Fedex,Av. 11 #101 Local 6,Por Rafael Melgar y Calle 10,Centro,Cozumel,Quintana Roo,77600,09:00,17:00,,,08:30,14:00,,,,19878692097,,,,20.508564,-86.945054,Fedex,ISJB
Playa del Carmen,Fedex,Av. 20 #12 Bis,Esq. Calle 12 Nte Bis,Centro,Playa del Carmen,Quintana Roo,77710,09:00,19:00,,,09:00,14:00,,,,9848730444,,,,20.629782,-87.0743,Fedex,CUNP
Centro San Luis Potosi,Fedex,Gral. Mariano Arista #436,Bolivar E Independencia,Centro,San Luis Potosí,San Luis Potosi,78000,10:00,14:00,,,10:00,14:00,,,,4448146894,,,,22.1528677,-100.9808332,Fedex,SLPC
Nereo Rodriguez,Fedex,Nereo Rodriguez Barragan  649,Francisco Urdinola y German G,Del Valle,San Luis Potosí,San Luis Potosi,78200,10:00,14:00,,,10:00,14:00,,,,4448338971,,,,22.1622393,-100.9922955,Fedex,SLPV
Tangamanga,Fedex,Plaza Soriana Tangamanga #L-18,J. Goytortua y Manuel J Cloutier,Fracc. Tangamanga,San Luis Potosí,San Luis Potosi,78269,10:00,20:00,,,10:00,14:00,,,,4448332503,,,,22.1405442,-101.0007629,Fedex,SLPT
Abastos,Fedex,Ricardo B Anaya #1832 L-4,Fray Jose de Gaona y flores,Ricardo B Anaya,San Luis Potosí,San Luis Potosi,78390,09:00,14:00,,,10:00,14:00,,,,4448214301,,,,22.141178,-100.9302994,Fedex,SLPD
Milenium,Fedex,Av Del Siglo #260 Lote 3 Manzana D,Parque Industrial Milenium,Industrial Milenium,San Luis Potosí,San Luis Potosi,78395,09:00,19:00,,,09:00,13:00,,,,4448324604,,,,22.0536044,-100.8810969,Fedex,SLPL
Matehuala,Fedex,Aramberri #108-B,teneria y biznaga,El Frayle,Matehuala,San Luis Potosi,78700,10:00,14:00,,,10:00,14:00,,,,4888816341,,,,23.6512196,-100.6369953,Fedex,SLPM
Ciudad Valles,Fedex,Carr México Laredo Sur #1103,1ra  y 2da Avenida,Fracc Las Lomas,Ciudad Valles,San Luis Potosi,79090,10:00,14:00,,,09:00,14:00,,,,4813811997,,,,21.9770063,-99.003084,Fedex,TAMV
Culiacan Centro,Fedex,Rafael Buelna Poniente N.327,Entre Morelos y Donato Guerra,Centro,Culiacán,San Luis Potosi,80000,09:00,14:00,,,09:00,14:00,,,,18000033339,,,,24.8104672,-107.3990793,Fedex,CULD
Zapata,Fedex,Blvd. Emiliano Zapata N.850-B,Rio Grijalva y Nicolas Bravo,Industrial Bravo,Culiacán,San Luis Potosi,80120,09:00,14:00,,,09:00,14:00,,,,18000033339,,,,24.7960526,-107.4029065,Fedex,CULB
Del Valle,Fedex,Blvd Jesus Kumate N.2855 L-9,Esq. Calzada Aeropuerto,Bugambilias,Culiacán,San Luis Potosi,80150,09:00,14:00,,,09:00,14:00,,,,18000033339,,,,24.7741183,-107.4459763,Fedex,CULC
Los Mochis,Fedex,Blvd. Juan De Dios Batiz N.492 Ote,Frente a Tecnológico,Fracc. del Parque,Los Mochis,San Luis Potosi,81259,09:00,14:00,,,09:00,14:00,,,,6688153670,,,,25.7962739,-108.9770893,Fedex,LMMB
Américas,Fedex,Benemerito Americas N.1020-A,Rio San Lorenzo y T de Cancer,Fracc. San Angel,Mazatlán,San Luis Potosi,82014,09:00,14:00,,,09:00,14:00,,,,6699850081,,,,23.2232925,-106.4193197,Fedex,MZTB
Toreo,Fedex,Av. De la Marina #24 L-D,Manuel Capetillo y Eloy Cavazos,Fracc. El Toreo,Mazatlán,San Luis Potosi,82120,09:00,14:00,,,09:00,14:00,,,,6699806500,,,,23.2495726,-106.4369034,Fedex,MZTC
Centro,Fedex,Boulevard Rosales #103-B,Monterrey y Morelia,Centro,Hermosillo,Sonora,83000,09:00,13:30,,,09:00,14:00,,,,6622175571,,,,29.0785066,-110.9572413,Fedex,HMOD
Luis Encinas,Fedex,Boulevard Luis Encinas #384,Esq. Sahuaripa,Valle Verde,Hermosillo,Sonora,83180,09:00,13:30,,,09:00,14:00,,,,6622605472,,,,29.0934104,-110.9813153,Fedex,HMOB
Periferico Norte,Fedex,Periferico Norte #422 Loc. E,Entre Gandara y Simon Bley,Balderrama,Hermosillo,Sonora,83180,09:00,13:30,,,09:00,14:00,,,,6622620239,,,,29.1113192,-110.9780188,Fedex,HMOC
Parque Labor,Fedex,Boulevard Garcia Morales #257,Esq. Juan de Dios Bojorques,El Llano,Hermosillo,Sonora,83210,09:00,18:00,,,09:00,14:00,,,,6622608823,,,,29.0963236,-111.0083763,Fedex,HMOE
Ciudad Obregon,Fedex,Av. Miguel Hidalgo #812-B,Entre 5 de Feb. y Sinaloa,Centro,Ciudad Obregon,Sonora,85000,09:00,13:00,,,09:00,14:00,,,,6444138813,,,,27.4956933,-109.932379,Fedex,CENB
Guaymas,Fedex,Bvld.García Lopez #876 PB A,Totoaba y Mojarra,Delicias,Guaymas (Heroica Guaymas),Sonora,85420,09:00,14:00,,,09:00,14:00,,,,6222222669,,,,27.9251658,-110.9083502,Fedex,GYMB
Villahermosa Central Camionera,Fedex,Lino Merino S/N,Fco. Javier Mina y Gil y Saenz,Centro,Villahermosa,Tabasco,86000,08:30,19:30,,,08:00,14:00,,,,9933120481,,,,17.9954466,-92.9194454,Fedex,VSAD
Bugambilia,Fedex,Blvd. Ruiz Cortines #1202,Plaza Bugambilia; Local 11,Tabasco 2000,Villahermosa,Tabasco,86030,09:00,18:00,,,08:00,14:00,,,,9933139179,,,,17.9981982,-92.9402765,Fedex,VSAB
Villahermosa Centro,Fedex,Lino Merino #228,Constitución y Pino Suárez,Centro,Villahermosa,Tabasco,86077,08:30,19:30,,,08:00,14:00,,,,9933121745,,,,17.9942545,-92.9153068,Fedex,VSAC
Comalcalco,Fedex,Blvd. Adolfo Lopez Mateos  S/N,Barrio Fundido y Monserrat,Centro,Comalcalco,Tabasco,86300,09:00,19:00,,,09:00,14:00,,,,19333340588,,,,18.2588499,-93.2180674,Fedex,VSAG
Huimanguillo,Fedex,Rafael Martinez Escobar #81-D,Independencia y Libertad,Centro,Huimanguillo,Tabasco,86400,09:00,14:00,,,09:00,14:00,,,,9173750450,,,,17.8323582,-93.3918758,Fedex,VSAJ
Cardenas Centro,Fedex,Ramon Sosa Torres #212,Gpe Victoria y Aurelio Calles,Centro,Cardenas,Tabasco,86500,09:00,18:30,,,09:00,14:00,,,,9373722475,,,,17.9961242,-93.3741736,Fedex,VSAF
Tacar,Fedex,Prolg De Los Reyes  S/N,Carlos A. Madrazo y Ce la Central,Pueblo Nuevo,Cardenas,Tabasco,86553,08:00,18:00,,,09:00,14:00,,,,9373222310,,,,17.9898085,-93.3852781,Fedex,VSAE
Paraiso,Fedex,Francisco Villa S/N,Esq. Manuel A. Romero,Quintin Arauz,Paraiso,Tabasco,86600,09:00,19:00,,,09:00,14:00,,,,9333334357,,,,20.202711,-87.4322836,Fedex,VSAP
Tenosique,Fedex,Carretera Tenosique-Zapata Km 3.5,FedEx World Service Center,Estacion Nueva,Tenosique,Tabasco,86901,08:00,20:00,,,08:00,16:00,,,,9343421742,,,,17.474557,-91.42497,Fedex,VSACT
Ciudad Victoria,Fedex,Lluvia #1940,Prol. Aldama y Aire,Fracc. Comercial 200,Ciudad Victoria,Tamaulipas,87099,09:00,13:00,,,09:00,14:00,,,,8343165520,,,,23.7366586,-99.1350937,Fedex,CVMB
Tampico Centro,Fedex,Aquiles Serdan #115-C,Carranza y Díaz Miron,Centro,Tampico,Tamaulipas,89000,09:00,13:00,,,10:00,13:00,,,,8332148477,,,,22.2135846,-97.853025,Fedex,TAMC
Central Camionera Tampico,Fedex,Rosalio Bustamante #310,Esq. Morelos; atrás IMSS 77,Allende,Tampico,Tamaulipas,89130,09:00,19:00,,,09:00,14:00,,,,8332134465,,,,22.2467022,-97.8578348,Fedex,TAMB
Hidalgo Centro,Fedex,Rosalio Bustamante #101,Av. Hidalgo y Esperanza,Del Pueblo,Tampico,Tamaulipas,89190,09:00,13:00,,,10:00,13:00,,,,8332128774,,,,22.2240797,-97.8633937,Fedex,TAMD
Norte,Fedex,Carretera Tampico Mante #1614,Cartago y Cerdeña,Roma,Tampico,Tamaulipas,89350,09:00,13:00,,,10:00,13:00,,,,8332277437,,,,22.3140197,-97.8796638,Fedex,TAME
Ciudad Madero,Fedex,Av. 1o. De Mayo #607,Necaxa y Morelia,Felipe Carrillo Puer,Ciudad Madero,Tamaulipas,89430,09:00,13:00,,,10:00,13:00,,,,8331260227,,,,22.2500876,-97.8411463,Fedex,TAMM
Tlaxcala Centro,Fedex,Ignacio Allende #37,Diego Muñoz Camargo y Miguel Hidal,Centro,Tlaxcala,Tlaxcala,90000,09:00,14:00,,,09:00,14:00,,,,2461175025,,,,19.3174113,-98.2406674,Fedex,PBCU
Apizaco,Fedex,Jesus Carranza #509-C,Moctezuma E Ignacio Zaragoza,Centro,Apizaco,Tlaxcala,90300,09:00,14:00,,,09:00,14:00,,,,2411131093,,,,19.413574,-98.1447087,Fedex,PBCS
Santa Ana Chiautempan,Fedex,Iturbide Poniente #49,Union Sur y Dr. Miguel Hernandez,Centro,Santa Ana Chiautempan,Tlaxcala,90802,09:00,14:00,,,09:00,14:00,,,,2464640305,,,,19.3127341,-98.1991469,Fedex,PBCT
Jalapa Norte,Fedex,Av. Jalapa #355,Av. Orizaba y Francisco Vazquez,Obrero Campesina,Xalapa,Veracruz,91020,09:00,19:00,,,09:00,14:00,,,,2288149697,,,,19.5469226,-96.9288488,Fedex,JALE
Xalapa Centro,Fedex,Julio Rebolledo #2  Local 1,Avila Camacho y José Díaz,Ferrer Guardia,Xalapa,Veracruz,91020,09:00,19:00,,,09:00,14:00,,,,2288120209,,,,19.5351028,-96.9332419,Fedex,JALC
Jalapa Caxa,Fedex,Av.  20 De Noviembre #571,Maestros Veracruzanos y L Cardenas,Alvaro Obregon,Xalapa,Veracruz,91040,08:00,20:30,,,08:00,16:00,,,,2288189690,,,,19.5279129,-96.903403,Fedex,JALB
Jalapa Jardines,Fedex,Lázaro Cárdenas #100,FedEx World Service Center,7 de Noviembre,Xalapa,Veracruz,91070,09:00,20:00,,,09:00,14:00,,,,2288141762,,,,19.5250973,-96.9347774,Fedex,JALD
Perote,Fedex,Av. Humbolt Norte #3,Francisco I. Madero y 5 de Mayo,Centro,Perote,Veracruz,91270,08:00,17:00,,,08:00,14:00,,,,2828251655,,,,19.5635096,-97.2439093,Fedex,JALCP
Naolinco,Fedex,Ignacio Allende #19-C,Nicolas Bravo y Revolucion,Centro,Naolinco,Veracruz,91400,10:00,14:00,,,10:00,14:00,,,,2798215189,,,,19.658661,-96.8741432,Fedex,JALCN
Cd. Cardel,Fedex,Emiliano Zapata #78,Rguez Clara y Martires 7 de Enero,Centro,Ciudad Cardel,Veracruz,91680,09:00,14:30,,,09:00,14:00,,,,2969623258,,,,19.3697761,-96.3705468,Fedex,VERP
Ciudad Industrial,Fedex,Av. Fidelidad Lt 3 Mz4 #S/N,Carret. Fed. Ver-Jalapa,C.Ind.Bruno Pagliani,Veracruz,Veracruz,91697,09:00,14:00,,,09:00,15:00,,,,2299209252,,,,19.1651304,-96.2250647,Fedex,VERL
Collado (Veracruz),Fedex,Collado #492,La Fragua y Diaz Miron,Ignacio Zaragoza,Veracruz,Veracruz,91700,08:00,20:00,,,08:00,15:00,,,,2299354697,,,,19.1800694,-96.1336395,Fedex,VERZ
Allende,Fedex,Av. Allende #2447,V. de la Cadena y Carlos Cruz,Centro,Veracruz,Veracruz,91700,09:00,14:00,,,09:00,15:00,,,,2299312761,,,,19.1891708,-96.1389346,Fedex,VERC
Historica,Fedex,Av. Ignacio Allende #1500,Zamora y Arista,Centro,Veracruz,Veracruz,91700,09:00,20:00,,,08:00,15:00,,,,2299381242,,,,19.1964735,-96.1437127,Fedex,VERM
Villa Rica,Fedex,Av. Rafael Cuervo # 1270 Loc 2,FedEx World Service Center,Astilleros,Veracruz,Veracruz,91800,09:00,14:00,,,09:00,15:00,,,,2291004404,,,,19.21481,-96.1885973,Fedex,VERX
Norte (Ver),Fedex,Carmen Pérez #672,Constituyentes y Matamoros,Los Pinos,Veracruz,Veracruz,91870,09:00,14:00,,,09:00,15:00,,,,2291651030,,,,19.2049275,-96.1610166,Fedex,VERK
Miguel Alemán (Veracruz),Fedex,Prol. Miguel Alemán #2384,Armada de México y Colegio Militar,Candido Aguilar,Veracruz,Veracruz,91916,08:00,20:00,,,08:00,15:00,,,,2299375243,,,,19.1658724,-96.1360392,Fedex,VERJ
España (Veracruz),Fedex,Av.  España #137-C,Colon y Freyre,Fracc Reforma,Veracruz,Veracruz,91919,09:00,14:00,,,09:00,15:00,,,,2299372078,,,,19.1726668,-96.127108,Fedex,VERF
Tuxpan,Fedex,Genaro Rodriguez #1,Av. Juárez y Av. Independencia,Centro Tuxpan,Tuxpan De Rodriguez Cano,Veracruz,92800,09:00,19:00,,,09:00,14:00,,,,7838344874,,,,20.9513691,-97.4023206,Fedex,PAZD
Arteaga,Fedex,Gonzalez Ortega #29-A,Colon y Fausto Vega,Centro,Tuxpan De Rodriguez Cano,Veracruz,92800,09:00,18:00,,,09:00,14:00,,,,7835551471,,,,20.9546273,-97.4034027,Fedex,PAZE
Centro Obrera (Poza Rica ),Fedex,Av.  6 Norte S/N,8 Norte y Heriberto Kehoe,Obrera,Poza Rica (Poza Rica De Hidalgo),Veracruz,93260,09:00,18:00,,,09:00,14:00,,,,7828229945,,,,20.527082,-97.4608599,Fedex,PAZC
Central Poza Rica,Fedex,Alamo Y Puebla #S/N,Alamo esquina Puebla,Palma Sola,Poza Rica (Poza Rica De Hidalgo),Veracruz,93320,09:00,19:00,,,08:00,14:00,,,,7828241616,,,,20.5414447,-97.4676714,Fedex,PAZB
Gutierrez Zamora,Fedex,Carretera Poza Rica-Nautla,18 de Marzo y Tamaulipas,1 De Mayo,Gutierrez Zamora,Veracruz,93550,09:00,13:30,,,09:00,13:00,,,,7668451904,,,,20.4459586,-97.0921226,Fedex,PAZCG
Martinez Centro,Fedex,Javier Mina #402,Calle Mina y Melchor Ocampo,Centro,Martinez De La Torre,Veracruz,93600,09:00,19:00,,,09:00,14:00,,,,2323240178,,,,20.0644491,-97.0523155,Fedex,IZTC
San Rafael; Veracruz,Fedex,Rivera del Río No. 34,Entre Justo Sierra y Diaz Mirón,Centro San Rafael,San Rafael,Veracruz,93620,09:00,14:00,,,09:00,14:00,,,,2323250765,,,,20.1912211,-96.8666739,Fedex,IZTCS
Panuco,Fedex,Boulevard Allende #S/N,Ignacio de la Llave e Hidalgo,Zona Centro,Panuco,Veracruz,93990,09:00,15:30,,,10:00,13:00,,,,8462560188,,,,22.0594686,-98.1781731,Fedex,TAMP
Huatusco,Fedex,Av. 5 de Oriente #710,Calles 5 y 9,Centro,Huatusco,Veracruz,94100,09:30,15:00,,,09:30,14:00,,,,2731023060,,,,19.1479461,-96.9608335,Fedex,PUHCS
Boca del Río,Fedex,Av. Habaneras S/N,Esq. Jardines de Virginia,Jardines de Virginia,Boca de Río,Veracruz,94294,09:00,14:00,,,09:00,15:00,,,,2299229360,,,,19.1550904,-96.1092647,Fedex,VERB
Costa Verde Urano,Fedex,Av. Urano  #1080 Local 6 y 7,Casi con Juan Pablo Il,Jardines De Virginia,Boca de Río,Veracruz,94294,09:00,20:00,,,09:00,15:00,,,,2299218683,,,,19.159897,-96.117023,Fedex,VERQ
Orizaba Centro,Fedex,Sur 13 #S/N,Oriente 6 y 8,Centro,Orizaba,Veracruz,94300,09:00,20:00,,,09:00,14:00,,,,2727242942,,,,18.847122,-97.0989347,Fedex,PUHF
Orizaba Central AU,Fedex,Norte 7  441-C,Esquina Poniente 8,Centro Poniente,Orizaba,Veracruz,94350,09:00,20:00,,,09:00,14:00,,,,2727256631,,,,18.8511399,-97.1103828,Fedex,PUHE
Cordoba Zocalo,Fedex,Av. 5 #1501,Calles 15 y 17,Centro,Cordoba,Veracruz,94500,09:00,18:00,,,09:00,14:00,,,,2717144101,,,,18.8892258,-96.9311142,Fedex,PUHD
Cordoba Centro,Fedex,Av. 3 #400,Calles 4 y 6 Esquina,Centro,Cordoba,Veracruz,94500,08:00,19:00,,,08:00,14:00,,,,2717121802,,,,18.8951938,-96.937038,Fedex,PUHC
Cordoba Central,Fedex,Prolongacion Av. 4 #S/N,Calles 39 y Othon Arroniz,Puente Bejuco,Cordoba,Veracruz,94690,08:00,19:00,,,08:00,14:00,,,,2717148242,,,,18.8822318,-96.9190666,Fedex,PUHB
Tierra Blanca,Fedex,Av. Aquiles Serdan #S/N,Serdan y 5 de Mayo,Centro,Tierra Blanca,Veracruz,95100,09:00,19:00,,,09:00,14:00,,,,2747430915,,,,18.4488335,-96.3584433,Fedex,PQMD
